Num_Houses,Avg_Area,Status,Season,Peak_Load_kVA,Transformer_Size_kVA
25,298,Middle,Winter,210.18,250
81,305,High,Winter,782.48,1000
46,335,Low,Spring,177.65,250
80,285,Middle,Summer,548.71,630
34,382,High,Spring,275.23,400
96,322,High,Autumn,627.69,1000
99,385,Middle,Autumn,463.27,630
70,343,Middle,Spring,328.88,400
12,259,Low,Autumn,41.08,50
24,343,High,Summer,254.7,400
26,147,Middle,Spring,103.02,250
12,166,High,Autumn,87.34,100
20,137,High,Spring,138.49,250
16,116,Low,Autumn,36.34,50
41,207,Middle,Winter,293.55,400
89,215,Middle,Summer,536.61,630
25,182,High,Autumn,157.12,250
24,294,High,Summer,270.66,400
51,239,High,Winter,521.77,630
57,121,High,Spring,313.62,400
92,263,Low,Winter,423.11,630
10,346,Low,Autumn,39.04,50
55,237,High,Autumn,324.0,400
29,148,Middle,Summer,163.17,250
23,201,Low,Winter,93.99,250
14,190,Low,Autumn,38.73,50
70,146,High,Summer,590.01,1000
77,185,Low,Summer,305.24,400
98,102,Low,Winter,258.49,400
84,190,Low,Autumn,191.95,250
65,152,Low,Summer,217.04,250
49,378,High,Spring,358.7,400
29,121,Low,Winter,103.55,250
95,209,Low,Autumn,224.43,250
11,182,Low,Spring,33.62,50
89,175,Middle,Autumn,304.36,400
46,177,Low,Autumn,113.06,250
39,369,High,Summer,474.21,630
23,156,Middle,Autumn,97.87,250
19,333,Low,Autumn,79.54,100
83,334,Middle,Summer,546.73,630
55,221,Middle,Summer,359.28,400
62,330,Low,Spring,229.37,400
33,354,Low,Summer,191.87,250
92,336,Middle,Summer,671.7,1000
22,135,Low,Summer,75.96,100
56,340,High,Summer,574.98,1000
18,274,Low,Autumn,66.25,100
91,243,High,Winter,811.7,1000
48,335,Low,Summer,285.96,400
13,234,Middle,Spring,65.24,100
11,298,Low,Winter,69.94,100
15,353,High,Winter,167.28,250
15,349,Middle,Spring,93.9,250
16,186,Middle,Spring,68.86,100
12,397,High,Winter,157.2,250
95,230,Middle,Autumn,343.75,400
49,242,Low,Winter,239.61,400
12,363,Low,Spring,50.16,100
23,109,High,Spring,128.26,250
28,322,Low,Autumn,100.79,250
38,225,Low,Autumn,118.18,250
83,255,Low,Summer,333.22,400
10,337,Middle,Autumn,60.28,100
37,194,High,Summer,357.7,400
14,249,High,Spring,98.84,250
44,335,High,Autumn,348.61,400
75,321,High,Summer,797.6,1000
71,121,Low,Autumn,156.3,250
75,242,Middle,Autumn,332.83,400
24,300,Middle,Summer,183.81,250
41,352,Middle,Summer,325.13,400
72,233,High,Autumn,398.66,630
72,314,High,Autumn,448.41,630
98,313,Middle,Summer,595.33,1000
75,373,High,Winter,721.98,1000
27,120,Low,Winter,106.13,250
25,366,Middle,Winter,206.74,250
35,262,Middle,Autumn,174.15,250
57,248,High,Winter,509.46,630
66,126,Low,Autumn,153.33,250
81,340,Middle,Summer,540.33,630
43,256,Low,Winter,206.96,250
47,305,High,Autumn,352.08,400
66,190,Middle,Summer,385.86,630
35,333,High,Spring,279.7,400
76,204,Low,Summer,308.93,400
36,362,Middle,Spring,184.72,250
36,151,Middle,Spring,150.28,250
84,334,High,Summer,830.01,1000
68,354,High,Winter,724.73,1000
22,250,Low,Winter,111.28,250
33,165,High,Summer,320.77,400
14,210,High,Summer,133.55,250
68,213,Low,Autumn,168.97,250
87,330,Middle,Summer,548.15,630
51,258,High,Autumn,352.09,400
73,321,Middle,Winter,480.71,630
96,216,High,Winter,753.63,1000
80,209,High,Autumn,472.96,630
47,280,Low,Autumn,166.35,250
31,169,High,Winter,278.72,400
64,139,High,Summer,554.0,630
83,374,High,Summer,842.13,1000
69,270,Middle,Winter,496.9,630
57,115,High,Winter,471.6,630
57,207,Middle,Winter,355.17,400
11,348,Middle,Summer,92.39,250
64,270,Middle,Spring,282.59,400
52,249,Middle,Summer,380.63,630
44,171,Low,Autumn,111.48,250
93,302,Middle,Spring,376.79,630
75,239,Middle,Autumn,308.17,400
80,244,Middle,Summer,454.66,630
67,218,Middle,Autumn,301.12,400
83,301,Low,Spring,285.36,400
79,201,High,Summer,700.54,1000
53,202,High,Summer,449.78,630
14,361,High,Winter,180.72,250
17,385,Low,Autumn,76.83,100
68,121,Low,Spring,138.08,250
16,159,Low,Summer,67.3,100
15,203,High,Autumn,106.23,250
76,164,High,Winter,657.12,1000
55,153,Middle,Autumn,211.85,250
15,298,Middle,Summer,109.11,250
49,313,High,Summer,505.5,630
47,322,High,Spring,307.88,400
56,341,Low,Summer,294.34,400
51,172,High,Autumn,310.03,400
63,187,Low,Summer,234.13,400
86,194,Low,Spring,212.94,250
19,299,High,Summer,224.97,250
98,388,Low,Winter,474.33,630
70,275,Middle,Summer,472.51,630
74,322,Low,Autumn,241.27,400
34,268,Middle,Autumn,172.35,250
19,309,Low,Winter,112.03,250
88,276,Low,Spring,246.73,400
78,110,High,Autumn,401.73,630
56,218,High,Winter,560.72,630
86,273,High,Winter,829.17,1000
17,176,Low,Summer,78.66,100
68,213,Middle,Spring,258.69,400
79,237,Middle,Summer,517.61,630
78,114,High,Winter,643.03,1000
28,352,Middle,Autumn,170.52,250
17,164,Low,Autumn,49.15,100
27,351,High,Winter,330.83,400
15,133,Middle,Winter,97.68,250
20,257,Low,Winter,107.65,250
88,360,Middle,Winter,664.86,1000
49,217,Low,Summer,235.93,400
80,388,Middle,Winter,663.65,1000
36,348,Middle,Winter,271.64,400
44,223,High,Autumn,271.69,400
68,386,Low,Summer,392.86,630
73,368,Middle,Winter,512.97,630
73,398,Low,Autumn,293.96,400
54,247,Middle,Winter,389.04,630
42,230,Middle,Spring,183.8,250
13,293,Low,Winter,68.94,100
57,355,Low,Spring,230.61,400
38,389,High,Autumn,312.27,400
49,267,High,Spring,315.39,400
97,155,Low,Summer,312.87,400
62,107,Low,Summer,174.44,250
42,329,High,Autumn,327.74,400
54,127,Low,Autumn,117.59,250
10,221,High,Autumn,67.94,100
71,326,Middle,Spring,307.92,400
84,310,Middle,Summer,519.8,630
89,182,High,Winter,748.19,1000
92,375,Middle,Winter,716.8,1000
15,359,Middle,Summer,120.24,250
35,136,Low,Spring,80.42,100
77,224,High,Summer,758.08,1000
36,207,Low,Summer,145.47,250
81,270,Low,Summer,360.64,400
98,187,Middle,Summer,546.88,630
79,337,Middle,Winter,577.4,1000
78,341,Low,Autumn,280.56,400
66,311,Low,Summer,344.37,400
20,159,Low,Winter,74.13,100
18,193,Low,Spring,54.5,100
35,205,High,Autumn,213.92,250
90,113,Middle,Summer,423.37,630
62,293,Middle,Autumn,305.81,400
92,345,Low,Summer,424.23,630
55,305,Low,Spring,192.58,250
87,221,Low,Winter,311.74,400
63,347,Middle,Autumn,317.39,400
44,277,High,Summer,421.13,630
100,233,High,Winter,773.64,1000
20,339,Low,Autumn,88.67,100
89,395,Low,Spring,348.97,400
83,384,High,Autumn,595.68,1000
95,292,High,Spring,524.54,630
13,297,Low,Winter,82.4,100
25,111,Middle,Autumn,87.05,100
75,379,High,Spring,531.72,630
63,243,Low,Winter,304.53,400
15,291,Low,Winter,93.35,250
67,184,Low,Spring,175.62,250
81,254,Middle,Spring,317.67,400
19,135,Low,Summer,69.3,100
69,337,Low,Summer,366.2,630
96,242,Middle,Winter,603.57,1000
47,221,Low,Winter,220.22,250
11,290,Low,Summer,62.0,100
59,330,Middle,Autumn,282.46,400
53,331,Low,Spring,200.74,250
93,130,Middle,Summer,439.86,630
35,306,Middle,Autumn,188.71,250
56,218,High,Winter,577.8,1000
93,312,Low,Winter,480.42,630
85,149,Low,Summer,280.4,400
72,355,High,Spring,543.06,630
59,362,Low,Winter,309.95,400
70,153,Middle,Autumn,256.7,400
52,320,High,Autumn,370.45,630
51,150,High,Winter,421.46,630
12,272,High,Winter,138.06,250
93,223,Low,Autumn,243.1,400
99,196,High,Summer,860.13,1000
40,379,Low,Winter,225.81,250
15,359,High,Autumn,134.14,250
67,306,Low,Autumn,247.6,400
61,134,Low,Autumn,133.13,250
94,252,High,Summer,821.42,1000
27,306,Low,Summer,139.1,250
64,178,Low,Spring,168.23,250
15,263,Middle,Spring,73.82,100
80,229,High,Autumn,517.84,630
46,239,High,Winter,488.27,630
88,106,High,Summer,642.63,1000
53,127,Middle,Summer,299.98,400
76,252,High,Winter,638.66,1000
94,230,Middle,Summer,505.24,630
33,129,Low,Winter,130.28,250
93,390,Middle,Winter,660.65,1000
24,217,High,Winter,259.99,400
63,267,Middle,Winter,409.26,630
17,278,Low,Winter,91.96,250
21,119,High,Summer,178.46,250
89,109,Low,Summer,233.27,400
63,204,Low,Winter,241.11,400
58,154,High,Winter,532.57,630
65,312,High,Summer,717.51,1000
73,208,High,Spring,458.08,630
47,125,Middle,Autumn,163.86,250
61,228,Low,Spring,166.29,250
33,274,Middle,Winter,267.49,400
100,256,Low,Summer,410.9,630
54,379,High,Winter,601.61,1000
62,361,Middle,Spring,341.09,400
58,383,High,Winter,611.26,1000
33,366,Middle,Winter,299.43,400
43,215,High,Summer,420.35,630
56,151,Middle,Autumn,201.28,250
78,170,High,Autumn,443.55,630
84,378,Middle,Summer,558.03,630
35,103,Middle,Autumn,129.59,250
63,109,High,Spring,312.96,400
81,115,High,Spring,420.26,630
30,198,Low,Summer,144.42,250
96,218,Low,Summer,356.97,400
40,358,High,Autumn,308.94,400
61,351,High,Autumn,451.33,630
14,104,High,Spring,94.13,250
79,264,Low,Spring,231.0,400
60,277,Low,Spring,176.74,250
26,275,Low,Autumn,85.61,100
17,171,Middle,Autumn,78.19,100
59,129,Low,Winter,195.44,250
52,272,High,Spring,318.3,400
51,289,Low,Autumn,168.6,250
73,372,High,Spring,513.63,630
31,308,Middle,Spring,156.59,250
81,208,High,Spring,470.59,630
84,384,Low,Winter,420.11,630
62,371,High,Autumn,416.85,630
82,188,Middle,Autumn,292.98,400
65,244,Low,Summer,315.96,400
28,381,Low,Winter,174.83,250
27,225,Middle,Winter,175.5,250
91,293,Low,Winter,425.33,630
29,335,Middle,Winter,259.22,400
47,104,High,Autumn,251.84,400
98,142,Low,Autumn,192.23,250
59,267,Middle,Winter,393.01,630
27,308,Middle,Spring,140.67,250
53,120,High,Winter,429.44,630
32,369,Middle,Autumn,188.81,250
72,175,Middle,Winter,368.74,630
79,110,High,Summer,673.82,1000
47,320,Middle,Autumn,222.24,250
100,277,Low,Spring,259.34,400
56,245,Low,Spring,166.61,250
30,103,Middle,Winter,172.82,250
60,301,High,Autumn,381.4,630
10,118,High,Autumn,61.24,100
81,194,Low,Spring,217.84,250
43,313,High,Winter,433.88,630
24,144,Middle,Autumn,95.77,250
11,233,High,Winter,114.12,250
32,190,Middle,Summer,202.2,250
26,272,Low,Spring,82.99,100
25,158,High,Summer,224.51,250
11,238,Middle,Spring,49.64,100
47,142,Low,Summer,163.35,250
28,106,High,Spring,180.65,250
40,384,High,Summer,468.77,630
45,117,High,Autumn,273.89,400
49,299,Middle,Autumn,235.94,400
71,327,Middle,Autumn,309.93,400
37,282,Low,Spring,132.14,250
62,389,Middle,Spring,339.14,400
46,114,Middle,Summer,263.45,400
92,141,Middle,Summer,483.19,630
97,153,Low,Autumn,210.66,250
81,131,Middle,Spring,298.73,400
70,174,High,Autumn,388.28,630
32,126,Middle,Summer,194.06,250
38,341,High,Winter,401.07,630
69,240,High,Autumn,387.86,630
86,335,High,Winter,782.66,1000
26,374,High,Winter,297.0,400
69,265,Middle,Winter,450.67,630
18,277,Middle,Winter,139.22,250
56,284,High,Summer,537.27,630
51,165,High,Spring,304.06,400
58,384,High,Autumn,462.57,630
55,210,Middle,Winter,357.56,400
17,235,Low,Winter,93.09,250
13,242,Low,Winter,65.09,100
20,190,Middle,Autumn,89.49,100
80,398,Low,Summer,498.11,630
50,310,Middle,Summer,361.37,400
56,282,Low,Spring,198.33,250
16,172,High,Summer,161.87,250
44,258,Low,Summer,232.97,400
21,209,High,Spring,140.66,250
89,272,Low,Summer,423.97,630
55,167,Middle,Summer,313.94,400
57,324,Low,Summer,302.71,400
54,394,Low,Spring,228.7,400
60,297,Middle,Spring,296.64,400
17,230,Low,Autumn,59.47,100
47,200,Low,Autumn,119.56,250
49,397,Middle,Autumn,301.13,400
72,358,Middle,Spring,369.89,630
74,263,High,Summer,649.96,1000
75,170,High,Autumn,389.84,630
88,329,Low,Summer,412.44,630
48,244,Middle,Autumn,229.35,400
27,281,Low,Spring,104.18,250
13,199,High,Summer,122.51,250
69,300,Middle,Summer,432.38,630
65,121,High,Spring,386.97,630
26,396,Middle,Summer,210.36,250
56,150,Middle,Autumn,198.64,250
94,233,Middle,Autumn,359.68,400
23,287,Low,Summer,120.19,250
62,391,Low,Autumn,263.72,400
74,376,Middle,Summer,587.69,1000
47,206,Middle,Winter,312.89,400
62,309,Middle,Winter,407.36,630
93,204,Middle,Winter,513.16,630
34,297,High,Spring,243.69,400
31,301,Low,Winter,183.9,250
22,297,High,Summer,249.01,400
40,129,High,Spring,246.27,400
17,266,Low,Spring,66.0,100
61,141,Low,Summer,200.6,250
76,232,High,Autumn,453.66,630
91,324,Low,Autumn,280.9,400
68,396,Low,Winter,367.36,630
25,157,Middle,Winter,150.47,250
93,160,Middle,Spring,303.3,400
100,339,High,Autumn,653.18,1000
27,242,High,Spring,198.58,250
86,287,High,Spring,513.46,630
86,309,Middle,Spring,387.92,630
76,149,Middle,Summer,400.28,630
22,299,High,Autumn,173.84,250
35,239,High,Spring,222.68,250
38,121,Low,Autumn,95.38,250
49,286,Low,Winter,258.97,400
60,276,Middle,Winter,442.57,630
20,292,Low,Autumn,73.19,100
44,229,High,Autumn,267.17,400
59,193,High,Winter,505.37,630
44,350,Low,Winter,245.02,400
29,300,Low,Spring,98.86,250
82,129,Low,Winter,260.17,400
66,121,Middle,Autumn,207.34,250
57,281,Low,Summer,282.41,400
46,167,Middle,Spring,167.07,250
60,317,High,Winter,652.17,1000
43,118,Low,Winter,140.89,250
74,369,High,Winter,791.13,1000
99,149,Low,Autumn,189.5,250
60,203,Low,Summer,261.2,400
78,210,Middle,Autumn,317.51,400
61,299,Low,Autumn,216.94,250
40,175,High,Winter,351.47,400
96,271,High,Winter,879.17,1000
26,183,Low,Winter,103.18,250
44,303,Low,Autumn,163.49,250
73,200,High,Spring,467.03,630
53,378,High,Autumn,366.7,630
36,360,Middle,Summer,279.48,400
99,247,Middle,Autumn,388.18,630
86,360,Low,Autumn,289.65,400
70,388,Middle,Autumn,395.1,630
78,115,Middle,Winter,389.01,630
55,349,High,Summer,609.6,1000
58,395,Middle,Winter,446.63,630
63,140,High,Spring,328.17,400
20,211,High,Summer,200.9,250
87,349,High,Spring,608.9,1000
22,144,Middle,Summer,130.8,250
29,232,Low,Winter,126.37,250
22,319,Low,Spring,92.18,250
56,400,Middle,Autumn,337.59,400
45,286,Middle,Summer,296.75,400
42,351,Low,Summer,250.69,400
45,201,High,Spring,284.37,400
80,291,Low,Spring,240.88,400
54,168,Middle,Autumn,214.72,250
11,273,Low,Summer,56.74,100
66,208,Low,Winter,295.06,400
87,100,Middle,Autumn,286.75,400
57,335,Middle,Summer,430.28,630
47,137,Low,Winter,178.96,250
58,274,Middle,Winter,427.6,630
67,161,Middle,Spring,262.74,400
96,145,Middle,Summer,461.51,630
12,105,Low,Summer,41.7,50
56,255,High,Autumn,348.83,400
32,155,Middle,Autumn,125.75,250
51,313,Middle,Winter,403.84,630
22,186,Low,Spring,64.39,100
17,274,Middle,Winter,131.99,250
77,137,Low,Spring,170.75,250
24,328,Low,Autumn,101.91,250
17,159,High,Autumn,112.92,250
69,266,High,Spring,474.61,630
20,251,High,Winter,195.73,250
71,289,Middle,Summer,459.23,630
34,291,Low,Winter,179.67,250
22,386,Low,Spring,91.8,250
17,294,Low,Winter,101.22,250
54,148,Middle,Summer,307.08,400
48,180,High,Spring,324.77,400
68,352,High,Winter,721.55,1000
36,166,High,Autumn,235.59,400
27,167,High,Winter,276.54,400
78,258,Low,Summer,379.24,630
96,238,Middle,Autumn,372.53,630
48,309,Middle,Summer,354.73,400
75,385,Middle,Winter,622.56,1000
34,256,Middle,Summer,240.19,400
47,134,High,Autumn,249.99,400
92,252,Middle,Spring,367.31,630
56,352,Low,Spring,215.91,250
73,281,High,Spring,490.14,630
78,166,High,Summer,664.13,1000
30,229,Middle,Winter,197.32,250
60,197,High,Spring,359.54,400
66,153,High,Autumn,351.67,400
74,371,Low,Spring,297.2,400
41,127,High,Winter,395.91,630
10,112,Middle,Summer,60.88,100
61,231,High,Autumn,417.12,630
37,101,Low,Summer,129.75,250
65,124,Middle,Spring,215.03,250
14,284,Middle,Autumn,75.97,100
68,205,Middle,Summer,392.04,630
85,123,Low,Summer,276.92,400
31,366,High,Spring,239.04,400
50,156,High,Autumn,300.91,400
11,181,Low,Spring,30.46,50
65,313,Low,Winter,337.14,400
78,234,Middle,Spring,326.53,400
63,236,High,Spring,396.59,630
94,244,Middle,Autumn,386.57,630
60,321,Low,Winter,297.33,400
41,134,Middle,Autumn,151.83,250
25,354,Low,Spring,109.47,250
25,317,High,Summer,285.08,400
73,356,High,Summer,802.97,1000
50,362,High,Autumn,351.93,400
27,257,Low,Winter,149.46,250
37,391,High,Winter,480.62,630
45,315,Low,Autumn,164.96,250
44,298,Middle,Summer,330.73,400
37,277,Middle,Winter,277.06,400
38,161,High,Spring,242.38,400
90,340,Middle,Autumn,376.1,630
84,172,Low,Winter,316.7,400
90,114,Low,Autumn,166.96,250
71,123,High,Autumn,380.52,630
84,278,Middle,Spring,373.42,630
64,215,High,Spring,358.82,400
38,391,Middle,Autumn,206.71,250
45,219,High,Summer,473.15,630
75,292,High,Summer,797.8,1000
71,353,Middle,Summer,483.84,630
23,377,Middle,Summer,219.46,250
90,242,High,Winter,847.95,1000
49,189,Middle,Spring,207.24,250
99,155,Middle,Spring,298.5,400
38,375,Middle,Spring,200.74,250
67,154,High,Summer,563.26,630
74,264,High,Winter,650.15,1000
45,339,Middle,Winter,347.2,400
52,131,High,Autumn,279.95,400
39,181,High,Winter,371.26,630
54,104,Middle,Autumn,198.23,250
86,285,Low,Summer,408.64,630
28,207,Low,Winter,114.55,250
91,392,High,Autumn,652.14,1000
72,130,High,Spring,400.22,630
51,367,Low,Spring,188.81,250
31,368,High,Winter,373.16,630
78,380,High,Autumn,585.22,1000
87,275,High,Summer,835.63,1000
59,363,Middle,Summer,483.37,630
94,140,High,Summer,744.94,1000
33,120,High,Winter,323.85,400
34,276,Middle,Winter,233.23,400
73,213,Middle,Spring,308.48,400
71,345,High,Spring,520.86,630
97,192,Low,Spring,248.26,400
10,167,Low,Summer,38.91,50
65,277,Middle,Spring,273.28,400
84,103,High,Autumn,430.54,630
96,177,Low,Summer,313.82,400
37,161,Low,Winter,132.01,250
62,200,High,Summer,589.61,1000
30,349,Middle,Winter,268.04,400
20,190,Low,Autumn,58.12,100
19,149,Middle,Summer,109.65,250
64,360,Low,Autumn,220.54,250
99,309,Middle,Summer,617.94,1000
17,217,Middle,Spring,74.8,100
27,192,High,Autumn,190.04,250
13,215,High,Summer,150.72,250
67,199,High,Winter,575.1,1000
45,341,High,Winter,478.42,630
75,158,High,Winter,591.86,1000
42,185,Low,Summer,188.09,250
36,152,High,Summer,316.95,400
29,239,High,Autumn,217.76,250
28,158,Low,Winter,122.25,250
34,284,Middle,Autumn,184.73,250
40,236,High,Summer,368.27,630
99,185,Middle,Winter,496.08,630
73,398,High,Autumn,573.41,1000
96,119,High,Autumn,485.89,630
99,305,High,Spring,635.91,1000
86,152,High,Winter,725.42,1000
58,162,High,Winter,554.52,630
75,238,Low,Summer,352.13,400
96,347,High,Summer,918.27,1000
57,110,Middle,Spring,214.78,250
85,203,Middle,Spring,330.96,400
51,296,Middle,Autumn,237.62,400
98,117,Low,Spring,179.69,250
18,146,Low,Autumn,49.47,100
22,146,High,Winter,222.24,250
12,225,High,Spring,93.85,250
13,367,Middle,Summer,126.94,250
86,149,Middle,Summer,466.48,630
70,126,Low,Autumn,159.96,250
67,310,Low,Autumn,245.88,400
41,117,High,Spring,216.75,250
99,194,Low,Winter,350.54,400
100,302,High,Spring,631.82,1000
78,198,High,Winter,676.98,1000
84,267,Low,Autumn,255.64,400
94,236,High,Autumn,588.88,1000
73,138,Low,Autumn,157.11,250
23,304,High,Winter,236.2,400
97,273,Low,Autumn,286.47,400
85,230,High,Summer,813.51,1000
29,148,High,Winter,284.99,400
17,238,Middle,Autumn,90.05,100
28,230,Middle,Winter,209.29,250
27,182,High,Winter,270.9,400
14,255,High,Spring,100.46,250
67,228,High,Summer,586.1,1000
30,174,Low,Autumn,83.0,100
57,224,Middle,Spring,221.87,250
67,165,High,Spring,358.14,400
66,255,Middle,Summer,466.31,630
49,398,Low,Autumn,190.95,250
88,194,Low,Autumn,231.58,400
12,358,Middle,Winter,104.67,250
37,355,Low,Summer,239.92,400
23,265,High,Summer,247.88,400
96,270,Low,Winter,420.12,630
19,237,High,Summer,203.28,250
41,143,Middle,Summer,261.87,400
25,316,Middle,Winter,191.97,250
34,227,Low,Spring,112.42,250
96,191,High,Spring,570.55,630
41,106,High,Winter,350.62,400
88,320,Low,Winter,447.73,630
65,244,Middle,Autumn,287.76,400
32,360,Middle,Autumn,172.36,250
47,386,Middle,Spring,267.92,400
49,161,High,Summer,482.16,630
72,230,Middle,Winter,468.46,630
42,209,High,Spring,248.45,400
85,181,High,Summer,725.12,1000
45,126,Middle,Autumn,152.86,250
45,197,Low,Spring,131.12,250
15,110,Middle,Summer,84.68,100
63,296,Middle,Spring,307.91,400
75,249,Middle,Spring,340.32,400
70,139,Low,Winter,247.2,400
98,218,Middle,Autumn,388.48,630
37,149,High,Spring,215.57,250
63,386,Low,Spring,245.96,400
94,305,High,Spring,593.03,1000
47,352,Middle,Winter,378.44,630
33,267,Low,Winter,167.43,250
97,206,Low,Summer,339.23,400
98,367,Low,Winter,536.84,630
35,152,Middle,Summer,201.4,250
97,131,High,Spring,531.43,630
72,376,Middle,Summer,585.85,1000
54,396,High,Autumn,441.52,630
13,342,Low,Summer,77.91,100
15,247,High,Spring,113.41,250
20,164,Low,Summer,90.1,100
35,283,High,Winter,389.25,630
95,204,Middle,Summer,531.48,630
96,172,High,Summer,709.1,1000
58,102,High,Autumn,344.22,400
35,168,High,Summer,358.64,400
85,320,Low,Autumn,261.24,400
13,201,Middle,Spring,60.79,100
84,371,High,Winter,815.12,1000
40,129,Middle,Winter,224.37,250
44,145,High,Spring,270.2,400
58,358,Low,Autumn,239.16,400
25,250,High,Spring,166.64,250
91,393,Low,Winter,540.74,630
49,106,Middle,Autumn,191.34,250
81,222,Low,Spring,239.24,400
27,114,Low,Spring,59.05,100
40,334,High,Spring,277.63,400
70,271,High,Autumn,471.42,630
33,315,Low,Autumn,133.09,250
82,179,Low,Spring,216.27,250
17,239,High,Autumn,132.56,250
86,338,High,Summer,782.77,1000
34,274,High,Winter,348.34,400
57,165,Low,Autumn,129.89,250
50,158,Low,Autumn,125.7,250
30,177,Low,Winter,130.85,250
78,128,Middle,Winter,374.54,630
19,132,Low,Summer,70.1,100
30,140,Middle,Winter,176.61,250
92,141,Middle,Summer,475.5,630
44,226,Middle,Autumn,207.89,250
76,329,Middle,Winter,497.5,630
98,292,High,Autumn,574.96,1000
12,397,Middle,Autumn,74.57,100
60,382,Low,Winter,327.98,400
38,163,Low,Autumn,104.65,250
95,398,Low,Summer,491.32,630
34,232,High,Spring,230.96,400
71,333,Low,Autumn,249.93,400
28,348,Middle,Winter,247.7,400
16,229,Low,Summer,73.37,100
31,220,Low,Winter,156.9,250
80,369,High,Winter,821.3,1000
33,156,Middle,Spring,125.52,250
79,310,High,Winter,751.94,1000
75,341,High,Autumn,525.82,630
99,128,High,Autumn,449.03,630
10,239,Middle,Winter,77.16,100
25,316,Middle,Winter,192.8,250
36,283,High,Summer,368.99,630
88,268,Middle,Winter,584.69,1000
44,335,Low,Winter,254.24,400
33,346,Low,Spring,145.24,250
37,377,Middle,Summer,292.35,400
36,261,High,Autumn,264.8,400
68,139,High,Summer,619.51,1000
100,257,Low,Winter,422.26,630
12,339,High,Autumn,91.57,250
77,115,Low,Winter,242.75,400
11,131,Low,Winter,42.36,50
25,388,Middle,Autumn,146.21,250
56,174,Middle,Spring,238.19,400
94,183,Low,Summer,327.15,400
69,158,Middle,Winter,349.13,400
46,315,Low,Summer,247.34,400
97,398,Low,Summer,564.88,630
22,315,Middle,Autumn,118.57,250
47,297,Low,Spring,172.79,250
66,371,High,Winter,731.18,1000
31,292,High,Autumn,242.2,400
83,264,Middle,Winter,569.31,630
82,398,Low,Summer,432.02,630
15,239,High,Winter,148.05,250
69,322,Low,Summer,362.21,400
66,285,Middle,Autumn,278.95,400
65,249,Middle,Autumn,305.67,400
92,157,High,Summer,712.39,1000
38,335,Low,Summer,227.02,250
80,111,High,Winter,581.29,1000
41,185,Low,Summer,170.94,250
46,244,Low,Summer,205.75,250
98,334,High,Summer,974.6,1000
24,124,Low,Winter,78.96,100
61,280,Low,Winter,317.17,400
66,173,High,Summer,632.6,1000
27,193,High,Winter,277.04,400
40,358,High,Summer,443.15,630
21,197,High,Autumn,149.93,250
37,340,Low,Spring,144.13,250
28,102,High,Summer,259.38,400
89,373,High,Spring,548.63,630
24,223,Middle,Spring,104.41,250
12,133,Low,Summer,45.72,100
52,207,Middle,Winter,334.29,400
84,350,Low,Summer,476.78,630
67,183,High,Spring,359.94,400
76,303,Middle,Summer,543.25,630
59,319,Low,Spring,217.42,250
79,157,High,Summer,696.77,1000
42,373,Low,Summer,271.06,400
97,190,Middle,Autumn,326.19,400
14,380,Middle,Winter,132.48,250
64,103,Low,Autumn,123.38,250
33,270,Middle,Winter,233.8,400
61,223,Middle,Winter,413.11,630
89,304,High,Winter,786.72,1000
92,100,Low,Summer,235.99,400
32,123,High,Summer,273.21,400
85,196,Low,Autumn,214.62,250
29,292,High,Winter,344.79,400
54,117,High,Summer,412.39,630
38,194,Middle,Summer,247.8,400
53,217,Middle,Winter,360.92,400
15,292,High,Spring,108.11,250
24,135,Low,Autumn,61.11,100
52,319,Low,Winter,272.25,400
10,137,Low,Spring,25.13,50
22,354,Low,Spring,94.29,250
96,127,Middle,Winter,481.17,630
62,309,Low,Winter,318.71,400
66,294,Low,Spring,203.75,250
80,264,High,Winter,717.01,1000
16,151,Low,Autumn,46.6,100
60,115,Low,Autumn,132.5,250
28,165,Low,Winter,103.75,250
95,145,Middle,Summer,496.42,630
63,100,Low,Winter,189.6,250
57,195,Middle,Autumn,232.24,400
12,325,High,Winter,130.3,250
66,208,Middle,Winter,387.78,630
64,307,Middle,Spring,300.9,400
62,294,Low,Spring,207.08,250
73,125,Low,Winter,212.41,250
83,101,High,Summer,587.08,1000
20,205,Low,Autumn,55.74,100
64,193,Low,Winter,229.16,400
23,155,Low,Winter,91.05,250
24,188,Middle,Spring,108.06,250
86,164,High,Winter,717.45,1000
88,287,Low,Autumn,286.49,400
39,148,Low,Spring,103.72,250
29,329,Low,Autumn,121.45,250
45,362,Middle,Autumn,227.21,250
89,134,Low,Autumn,174.75,250
28,194,Low,Winter,129.13,250
60,313,Middle,Winter,473.27,630
50,389,High,Summer,548.48,630
83,321,Low,Spring,266.35,400
99,102,Middle,Spring,313.04,400
13,147,Middle,Summer,77.55,100
14,396,Middle,Summer,126.06,250
20,135,High,Summer,195.4,250
17,262,High,Autumn,135.78,250
59,106,Low,Winter,182.8,250
23,263,Low,Winter,124.86,250
77,307,Low,Autumn,230.07,400
49,254,Middle,Summer,355.13,400
24,138,High,Summer,208.32,250
96,266,High,Spring,540.9,630
68,135,Low,Winter,224.65,250
12,228,High,Winter,140.64,250
80,114,Low,Winter,236.38,400
57,205,Middle,Autumn,227.44,400
96,372,Middle,Summer,642.47,1000
78,347,Middle,Spring,410.2,630
